#    L    TT             EE             TE          
   508   0.238239E+04   0.630388E+01  -0.391873E+02
   509   0.238684E+04   0.626100E+01  -0.380179E+02
   510   0.239098E+04   0.622281E+01  -0.368380E+02
   511   0.239504E+04   0.618899E+01  -0.356474E+02
   512   0.239878E+04   0.615998E+01  -0.344478E+02
   513   0.240237E+04   0.613553E+01  -0.332405E+02
   514   0.240572E+04   0.611591E+01  -0.320256E+02
   515   0.240884E+04   0.610103E+01  -0.308031E+02
   516   0.241173E+04   0.609095E+01  -0.295744E+02
   517   0.241431E+04   0.608580E+01  -0.283404E+02
   518   0.241674E+04   0.608540E+01  -0.271017E+02
   519   0.241902E+04   0.608995E+01  -0.258576E+02
   520   0.242100E+04   0.609937E+01  -0.246111E+02
   521   0.242267E+04   0.611371E+01  -0.233621E+02
   522   0.242412E+04   0.613316E+01  -0.221107E+02
   523   0.242542E+04   0.615757E+01  -0.208584E+02
   524   0.242650E+04   0.618691E+01  -0.196059E+02
   525   0.242721E+04   0.622131E+01  -0.183525E+02
   526   0.242777E+04   0.626075E+01  -0.171003E+02
   527   0.242826E+04   0.630520E+01  -0.158502E+02
   528   0.242838E+04   0.635466E+01  -0.146036E+02
   529   0.242829E+04   0.640939E+01  -0.133590E+02
   530   0.242791E+04   0.646915E+01  -0.121202E+02
   531   0.242753E+04   0.653385E+01  -0.108841E+02
   532   0.242672E+04   0.660377E+01  -0.965460E+01
   533   0.242569E+04   0.667873E+01  -0.843154E+01
   534   0.242445E+04   0.675880E+01  -0.721572E+01
   535   0.242300E+04   0.684401E+01  -0.600787E+01
   536   0.242134E+04   0.693422E+01  -0.480800E+01
   537   0.241955E+04   0.702946E+01  -0.361760E+01
   538   0.241740E+04   0.712988E+01  -0.243740E+01
   539   0.241512E+04   0.723514E+01  -0.126815E+01
   540   0.241263E+04   0.734568E+01  -0.110599E+00
   541   0.240986E+04   0.746103E+01   0.103526E+01
   542   0.240696E+04   0.758139E+01   0.216720E+01
   543   0.240379E+04   0.770682E+01   0.328567E+01
   544   0.240049E+04   0.783715E+01   0.438969E+01
   545   0.239691E+04   0.797236E+01   0.547867E+01
   546   0.239321E+04   0.811220E+01   0.655158E+01
   547   0.238924E+04   0.825688E+01   0.760812E+01
   548   0.238515E+04   0.840638E+01   0.864724E+01
   549   0.238085E+04   0.856068E+01   0.966825E+01
   550   0.237637E+04   0.871975E+01   0.106706E+02
   551   0.237176E+04   0.888359E+01   0.116536E+02
   552   0.236689E+04   0.905216E+01   0.126164E+02
   553   0.236189E+04   0.922397E+01   0.135589E+02
   554   0.235671E+04   0.940198E+01   0.144803E+02
   555   0.235133E+04   0.958393E+01   0.153800E+02
   556   0.234576E+04   0.977056E+01   0.162580E+02
   557   0.234007E+04   0.996111E+01   0.171127E+02
   558   0.233419E+04   0.101570E+02   0.179447E+02
   559   0.232812E+04   0.103561E+02   0.187535E+02
   560   0.232200E+04   0.105591E+02   0.195377E+02
   561   0.231555E+04   0.107666E+02   0.202974E+02
   562   0.230913E+04   0.109787E+02   0.210321E+02
   563   0.230253E+04   0.111939E+02   0.217434E+02
   564   0.229581E+04   0.114144E+02   0.224261E+02
   565   0.228890E+04   0.116372E+02   0.230842E+02
   566   0.228187E+04   0.118645E+02   0.237148E+02
   567   0.227473E+04   0.120948E+02   0.243187E+02
   568   0.226748E+04   0.123296E+02   0.248948E+02
   569   0.226004E+04   0.125681E+02   0.254452E+02
   570   0.225257E+04   0.128095E+02   0.259649E+02
   571   0.224491E+04   0.130547E+02   0.264564E+02
   572   0.223713E+04   0.133028E+02   0.269197E+02
   573   0.222932E+04   0.135538E+02   0.273527E+02
   574   0.222140E+04   0.138084E+02   0.277571E+02
   575   0.221337E+04   0.140652E+02   0.281307E+02
   576   0.220530E+04   0.143256E+02   0.284753E+02
   577   0.219705E+04   0.145889E+02   0.287894E+02
   578   0.218876E+04   0.148542E+02   0.290724E+02
   579   0.218044E+04   0.151231E+02   0.293253E+02
   580   0.217209E+04   0.153940E+02   0.295458E+02
   581   0.216348E+04   0.156670E+02   0.297365E+02
   582   0.215491E+04   0.159428E+02   0.298951E+02
   583   0.214630E+04   0.162205E+02   0.300211E+02
   584   0.213767E+04   0.165003E+02   0.301162E+02
   585   0.212900E+04   0.167820E+02   0.301788E+02
   586   0.212023E+04   0.170649E+02   0.302093E+02
   587   0.211150E+04   0.173506E+02   0.302077E+02
   588   0.210266E+04   0.176374E+02   0.301726E+02
   589   0.209379E+04   0.179261E+02   0.301058E+02
   590   0.208489E+04   0.182153E+02   0.300065E+02
   591   0.207604E+04   0.185070E+02   0.298743E+02
   592   0.206716E+04   0.187984E+02   0.297084E+02
   593   0.205825E+04   0.190924E+02   0.295112E+02
   594   0.204923E+04   0.193867E+02   0.292799E+02
   595   0.204027E+04   0.196806E+02   0.290169E+02
   596   0.203142E+04   0.199771E+02   0.287201E+02
   597   0.202254E+04   0.202716E+02   0.283911E+02
   598   0.201387E+04   0.205678E+02   0.280292E+02
   599   0.200509E+04   0.208644E+02   0.276354E+02
   600   0.199628E+04   0.211612E+02   0.272084E+02
   601   0.198752E+04   0.214582E+02   0.267489E+02
   602   0.197881E+04   0.217540E+02   0.262564E+02
   603   0.197007E+04   0.220507E+02   0.257332E+02
   604   0.196153E+04   0.223463E+02   0.251774E+02
   605   0.195296E+04   0.226413E+02   0.245896E+02
   606   0.194451E+04   0.229359E+02   0.239702E+02
   607   0.193588E+04   0.232301E+02   0.233191E+02
   608   0.192751E+04   0.235238E+02   0.226366E+02
   609   0.191926E+04   0.238155E+02   0.219228E+02
   610   0.191099E+04   0.241061E+02   0.211778E+02
   611   0.190282E+04   0.243963E+02   0.204026E+02
   612   0.189477E+04   0.246861E+02   0.195979E+02
   613   0.188669E+04   0.249718E+02   0.187617E+02
   614   0.187880E+04   0.252578E+02   0.178956E+02
   615   0.187094E+04   0.255412E+02   0.170006E+02
   616   0.186320E+04   0.258243E+02   0.160766E+02
   617   0.185564E+04   0.261055E+02   0.151240E+02
   618   0.184812E+04   0.263849E+02   0.141420E+02
   619   0.184063E+04   0.266631E+02   0.131338E+02
   620   0.183341E+04   0.269374E+02   0.120973E+02
   621   0.182614E+04   0.272106E+02   0.110333E+02
   622   0.181905E+04   0.274812E+02   0.994204E+01
   623   0.181215E+04   0.277486E+02   0.882586E+01
   624   0.180528E+04   0.280134E+02   0.768340E+01
   625   0.179852E+04   0.282758E+02   0.651479E+01
   626   0.179193E+04   0.285356E+02   0.532167E+01
   627   0.178553E+04   0.287922E+02   0.410417E+01
   628   0.177923E+04   0.290456E+02   0.286242E+01
   629   0.177310E+04   0.292958E+02   0.159731E+01
   630   0.176701E+04   0.295427E+02   0.308226E+00
   631   0.176109E+04   0.297865E+02  -0.100172E+01
   632   0.175542E+04   0.300263E+02  -0.233461E+01
   633   0.174978E+04   0.302637E+02  -0.368809E+01
   634   0.174438E+04   0.304957E+02  -0.506202E+01
   635   0.173916E+04   0.307253E+02  -0.645589E+01
   636   0.173397E+04   0.309518E+02  -0.786889E+01
   637   0.172902E+04   0.311721E+02  -0.930148E+01
   638   0.172424E+04   0.313901E+02  -0.107514E+02
   639   0.171963E+04   0.316027E+02  -0.122194E+02
   640   0.171519E+04   0.318122E+02  -0.137038E+02
   641   0.171092E+04   0.320171E+02  -0.152045E+02
   642   0.170675E+04   0.322167E+02  -0.167206E+02
   643   0.170282E+04   0.324132E+02  -0.182514E+02
   644   0.169913E+04   0.326029E+02  -0.197962E+02
   645   0.169553E+04   0.327889E+02  -0.213545E+02
   646   0.169210E+04   0.329702E+02  -0.229256E+02
   647   0.168898E+04   0.331464E+02  -0.245090E+02
   648   0.168587E+04   0.333180E+02  -0.261028E+02
   649   0.168308E+04   0.334836E+02  -0.277076E+02
   650   0.168046E+04   0.336440E+02  -0.293216E+02
   651   0.167799E+04   0.338006E+02  -0.309450E+02
   652   0.167569E+04   0.339513E+02  -0.325768E+02
   653   0.167370E+04   0.340953E+02  -0.342156E+02
   654   0.167179E+04   0.342349E+02  -0.358607E+02
   655   0.167004E+04   0.343694E+02  -0.375128E+02
   656   0.166859E+04   0.344981E+02  -0.391706E+02
   657   0.166730E+04   0.346210E+02  -0.408325E+02
   658   0.166610E+04   0.347389E+02  -0.424992E+02
   659   0.166527E+04   0.348511E+02  -0.441694E+02
   660   0.166459E+04   0.349568E+02  -0.458423E+02
   661   0.166407E+04   0.350568E+02  -0.475165E+02
   662   0.166377E+04   0.351519E+02  -0.491933E+02
   663   0.166362E+04   0.352414E+02  -0.508715E+02
   664   0.166369E+04   0.353239E+02  -0.525487E+02
   665   0.166392E+04   0.354008E+02  -0.542258E+02
   666   0.166436E+04   0.354721E+02  -0.559012E+02
   667   0.166503E+04   0.355373E+02  -0.575750E+02
   668   0.166577E+04   0.355969E+02  -0.592465E+02
   669   0.166687E+04   0.356504E+02  -0.609142E+02
   670   0.166805E+04   0.356978E+02  -0.625767E+02
   671   0.166951E+04   0.357405E+02  -0.642354E+02
   672   0.167104E+04   0.357757E+02  -0.658889E+02
   673   0.167286E+04   0.358062E+02  -0.675349E+02
   674   0.167482E+04   0.358300E+02  -0.691743E+02
   675   0.167699E+04   0.358479E+02  -0.708063E+02
   676   0.167930E+04   0.358597E+02  -0.724287E+02
   677   0.168182E+04   0.358656E+02  -0.740423E+02
   678   0.168455E+04   0.358649E+02  -0.756463E+02
   679   0.168742E+04   0.358591E+02  -0.772393E+02
   680   0.169056E+04   0.358473E+02  -0.788214E+02
   681   0.169384E+04   0.358291E+02  -0.803902E+02
   682   0.169725E+04   0.358043E+02  -0.819473E+02
   683   0.170094E+04   0.357752E+02  -0.834920E+02
   684   0.170468E+04   0.357382E+02  -0.850221E+02
   685   0.170855E+04   0.356963E+02  -0.865376E+02
   686   0.171263E+04   0.356479E+02  -0.880296E+02
   687   0.171698E+04   0.355946E+02  -0.895093E+02
   688   0.172137E+04   0.355343E+02  -0.909744E+02
   689   0.172597E+04   0.354684E+02  -0.924176E+02
   690   0.173069E+04   0.353976E+02  -0.938462E+02
   691   0.173561E+04   0.353192E+02  -0.952530E+02
   692   0.174065E+04   0.352367E+02  -0.966379E+02
   693   0.174588E+04   0.351481E+02  -0.980083E+02
   694   0.175116E+04   0.350532E+02  -0.993495E+02
   695   0.175670E+04   0.349545E+02  -0.100669E+03
   696   0.176236E+04   0.348489E+02  -0.101981E+03
   697   0.176814E+04   0.347380E+02  -0.103257E+03
   698   0.177403E+04   0.346210E+02  -0.104511E+03
   699   0.178004E+04   0.344995E+02  -0.105736E+03
   700   0.178623E+04   0.343721E+02  -0.106939E+03
   701   0.179254E+04   0.342394E+02  -0.108120E+03
   702   0.179896E+04   0.341022E+02  -0.109266E+03
   703   0.180549E+04   0.339592E+02  -0.110404E+03
   704   0.181213E+04   0.338117E+02  -0.111499E+03
   705   0.181881E+04   0.336584E+02  -0.112566E+03
   706   0.182567E+04   0.335007E+02  -0.113612E+03
   707   0.183257E+04   0.333378E+02  -0.114629E+03
   708   0.183973E+04   0.331707E+02  -0.115604E+03
   709   0.184685E+04   0.329985E+02  -0.116566E+03
   710   0.185415E+04   0.328213E+02  -0.117493E+03
   711   0.186149E+04   0.326398E+02  -0.118386E+03
   712   0.186893E+04   0.324540E+02  -0.119258E+03
   713   0.187656E+04   0.322633E+02  -0.120088E+03
   714   0.188408E+04   0.320691E+02  -0.120892E+03
   715   0.189177E+04   0.318699E+02  -0.121669E+03
   716   0.189958E+04   0.316666E+02  -0.122412E+03
   717   0.190742E+04   0.314599E+02  -0.123113E+03
   718   0.191529E+04   0.312490E+02  -0.123796E+03
   719   0.192326E+04   0.310326E+02  -0.124431E+03
   720   0.193120E+04   0.308135E+02  -0.125047E+03
   721   0.193939E+04   0.305918E+02  -0.125615E+03
   722   0.194746E+04   0.303654E+02  -0.126150E+03
   723   0.195564E+04   0.301364E+02  -0.126660E+03
   724   0.196384E+04   0.299033E+02  -0.127137E+03
   725   0.197208E+04   0.296678E+02  -0.127574E+03
   726   0.198043E+04   0.294305E+02  -0.127972E+03
   727   0.198873E+04   0.291885E+02  -0.128344E+03
   728   0.199706E+04   0.289426E+02  -0.128678E+03
   729   0.200541E+04   0.286950E+02  -0.128980E+03
   730   0.201373E+04   0.284449E+02  -0.129243E+03
   731   0.202222E+04   0.281910E+02  -0.129466E+03
   732   0.203059E+04   0.279370E+02  -0.129652E+03
   733   0.203906E+04   0.276791E+02  -0.129813E+03
   734   0.204749E+04   0.274196E+02  -0.129922E+03
   735   0.205594E+04   0.271571E+02  -0.130014E+03
   736   0.206428E+04   0.268930E+02  -0.130054E+03
   737   0.207271E+04   0.266281E+02  -0.130071E+03
   738   0.208102E+04   0.263617E+02  -0.130035E+03
   739   0.208936E+04   0.260931E+02  -0.129969E+03
   740   0.209765E+04   0.258230E+02  -0.129874E+03
   741   0.210597E+04   0.255507E+02  -0.129741E+03
   742   0.211424E+04   0.252799E+02  -0.129564E+03
   743   0.212246E+04   0.250085E+02  -0.129357E+03
   744   0.213070E+04   0.247349E+02  -0.129107E+03
   745   0.213882E+04   0.244607E+02  -0.128835E+03
   746   0.214681E+04   0.241867E+02  -0.128504E+03
   747   0.215476E+04   0.239113E+02  -0.128152E+03
   748   0.216273E+04   0.236368E+02  -0.127764E+03
   749   0.217064E+04   0.233603E+02  -0.127348E+03
   750   0.217843E+04   0.230855E+02  -0.126889E+03
   751   0.218618E+04   0.228101E+02  -0.126394E+03
   752   0.219386E+04   0.225365E+02  -0.125857E+03
   753   0.220143E+04   0.222615E+02  -0.125292E+03
   754   0.220887E+04   0.219883E+02  -0.124684E+03
   755   0.221634E+04   0.217152E+02  -0.124049E+03
   756   0.222354E+04   0.214430E+02  -0.123380E+03
   757   0.223083E+04   0.211724E+02  -0.122669E+03
   758   0.223786E+04   0.209020E+02  -0.121923E+03
   759   0.224492E+04   0.206324E+02  -0.121150E+03
   760   0.225178E+04   0.203644E+02  -0.120344E+03
   761   0.225853E+04   0.200980E+02  -0.119504E+03
   762   0.226531E+04   0.198331E+02  -0.118630E+03
   763   0.227182E+04   0.195705E+02  -0.117722E+03
   764   0.227829E+04   0.193086E+02  -0.116788E+03
   765   0.228457E+04   0.190483E+02  -0.115814E+03
   766   0.229080E+04   0.187910E+02  -0.114814E+03
   767   0.229685E+04   0.185358E+02  -0.113781E+03
   768   0.230279E+04   0.182822E+02  -0.112708E+03
   769   0.230862E+04   0.180300E+02  -0.111616E+03
   770   0.231425E+04   0.177814E+02  -0.110493E+03
   771   0.231978E+04   0.175350E+02  -0.109337E+03
   772   0.232512E+04   0.172915E+02  -0.108142E+03
   773   0.233036E+04   0.170509E+02  -0.106929E+03
   774   0.233541E+04   0.168131E+02  -0.105692E+03
   775   0.234042E+04   0.165782E+02  -0.104423E+03
   776   0.234511E+04   0.163468E+02  -0.103130E+03
   777   0.234969E+04   0.161183E+02  -0.101805E+03
   778   0.235431E+04   0.158933E+02  -0.100449E+03
   779   0.235853E+04   0.156718E+02  -0.990775E+02
   780   0.236265E+04   0.154524E+02  -0.976745E+02
   781   0.236666E+04   0.152387E+02  -0.962555E+02
   782   0.237042E+04   0.150277E+02  -0.948208E+02
   783   0.237407E+04   0.148209E+02  -0.933481E+02
   784   0.237756E+04   0.146183E+02  -0.918525E+02
   785   0.238079E+04   0.144192E+02  -0.903415E+02
   786   0.238392E+04   0.142242E+02  -0.887856E+02
   787   0.238681E+04   0.140342E+02  -0.872222E+02
   788   0.238952E+04   0.138475E+02  -0.856438E+02
   789   0.239206E+04   0.136642E+02  -0.840507E+02
   790   0.239450E+04   0.134880E+02  -0.824282E+02
   791   0.239670E+04   0.133151E+02  -0.807838E+02
   792   0.239872E+04   0.131478E+02  -0.791326E+02
   793   0.240051E+04   0.129860E+02  -0.774524E+02
   794   0.240205E+04   0.128290E+02  -0.757656E+02
   795   0.240342E+04   0.126761E+02  -0.740577E+02
   796   0.240478E+04   0.125294E+02  -0.723434E+02
   797   0.240575E+04   0.123866E+02  -0.706083E+02
   798   0.240655E+04   0.122502E+02  -0.688672E+02
   799   0.240718E+04   0.121191E+02  -0.671130E+02
   800   0.240766E+04   0.119928E+02  -0.653457E+02
   801   0.240789E+04   0.118726E+02  -0.635729E+02
   802   0.240782E+04   0.117579E+02  -0.617723E+02
   803   0.240773E+04   0.116477E+02  -0.599811E+02
   804   0.240733E+04   0.115444E+02  -0.581694E+02
   805   0.240685E+04   0.114463E+02  -0.563523E+02
   806   0.240606E+04   0.113534E+02  -0.545295E+02
   807   0.240504E+04   0.112673E+02  -0.527011E+02
   808   0.240379E+04   0.111870E+02  -0.508597E+02
   809   0.240246E+04   0.111126E+02  -0.490201E+02
   810   0.240083E+04   0.110441E+02  -0.471673E+02
   811   0.239897E+04   0.109813E+02  -0.453096E+02
   812   0.239695E+04   0.109258E+02  -0.434514E+02
   813   0.239472E+04   0.108746E+02  -0.415919E+02
   814   0.239240E+04   0.108304E+02  -0.397288E+02
   815   0.238979E+04   0.107920E+02  -0.378644E+02
   816   0.238689E+04   0.107599E+02  -0.359987E+02
   817   0.238383E+04   0.107333E+02  -0.341323E+02
   818   0.238071E+04   0.107138E+02  -0.322659E+02
   819   0.237729E+04   0.106997E+02  -0.304004E+02
   820   0.237373E+04   0.106919E+02  -0.285356E+02
   821   0.236988E+04   0.106895E+02  -0.266746E+02
   822   0.236589E+04   0.106946E+02  -0.248158E+02
   823   0.236168E+04   0.107052E+02  -0.229599E+02
   824   0.235718E+04   0.107225E+02  -0.211077E+02
   825   0.235262E+04   0.107450E+02  -0.192613E+02
   826   0.234778E+04   0.107751E+02  -0.174200E+02
   827   0.234272E+04   0.108103E+02  -0.155860E+02
   828   0.233760E+04   0.108522E+02  -0.137585E+02
   829   0.233220E+04   0.109006E+02  -0.119390E+02
   830   0.232667E+04   0.109549E+02  -0.101297E+02
   831   0.232093E+04   0.110150E+02  -0.832909E+01
   832   0.231499E+04   0.110808E+02  -0.653862E+01
   833   0.230891E+04   0.111531E+02  -0.475902E+01
   834   0.230256E+04   0.112310E+02  -0.299026E+01
   835   0.229616E+04   0.113161E+02  -0.123381E+01
   836   0.228940E+04   0.114060E+02   0.510366E+00
   837   0.228259E+04   0.115022E+02   0.224080E+01
   838   0.227559E+04   0.116047E+02   0.395751E+01
   839   0.226831E+04   0.117126E+02   0.566053E+01
   840   0.226098E+04   0.118275E+02   0.734765E+01
   841   0.225346E+04   0.119470E+02   0.901740E+01
   842   0.224574E+04   0.120720E+02   0.106728E+02
   843   0.223790E+04   0.122029E+02   0.123079E+02
   844   0.222980E+04   0.123400E+02   0.139264E+02
   845   0.222165E+04   0.124815E+02   0.155255E+02
   846   0.221339E+04   0.126305E+02   0.171046E+02
   847   0.220501E+04   0.127832E+02   0.186640E+02
   848   0.219644E+04   0.129417E+02   0.202018E+02
   849   0.218761E+04   0.131054E+02   0.217187E+02
   850   0.217882E+04   0.132749E+02   0.232135E+02
   851   0.216976E+04   0.134494E+02   0.246858E+02
   852   0.216060E+04   0.136296E+02   0.261353E+02
   853   0.215132E+04   0.138141E+02   0.275614E+02
   854   0.214186E+04   0.140044E+02   0.289629E+02
   855   0.213222E+04   0.141995E+02   0.303409E+02
   856   0.212261E+04   0.143981E+02   0.316938E+02
   857   0.211275E+04   0.146023E+02   0.330211E+02
   858   0.210277E+04   0.148129E+02   0.343228E+02
   859   0.209269E+04   0.150253E+02   0.356000E+02
   860   0.208258E+04   0.152433E+02   0.368498E+02
   861   0.207228E+04   0.154662E+02   0.380724E+02
   862   0.206187E+04   0.156930E+02   0.392688E+02
   863   0.205136E+04   0.159247E+02   0.404368E+02
   864   0.204074E+04   0.161595E+02   0.415775E+02
   865   0.202986E+04   0.163991E+02   0.426888E+02
   866   0.201925E+04   0.166427E+02   0.437716E+02
   867   0.200831E+04   0.168909E+02   0.448253E+02
   868   0.199734E+04   0.171423E+02   0.458501E+02
   869   0.198626E+04   0.173975E+02   0.468456E+02
   870   0.197508E+04   0.176559E+02   0.478110E+02
   871   0.196387E+04   0.179181E+02   0.487459E+02
   872   0.195255E+04   0.181841E+02   0.496512E+02
   873   0.194112E+04   0.184532E+02   0.505255E+02
   874   0.192967E+04   0.187260E+02   0.513683E+02
   875   0.191812E+04   0.190004E+02   0.521814E+02
   876   0.190646E+04   0.192792E+02   0.529633E+02
   877   0.189492E+04   0.195603E+02   0.537128E+02
   878   0.188312E+04   0.198435E+02   0.544308E+02
   879   0.187138E+04   0.201304E+02   0.551175E+02
   880   0.185961E+04   0.204194E+02   0.557723E+02
   881   0.184773E+04   0.207099E+02   0.563939E+02
   882   0.183583E+04   0.210031E+02   0.569833E+02
   883   0.182397E+04   0.212992E+02   0.575391E+02
   884   0.181194E+04   0.215959E+02   0.580638E+02
   885   0.179989E+04   0.218954E+02   0.585546E+02
   886   0.178788E+04   0.221968E+02   0.590124E+02
   887   0.177577E+04   0.224988E+02   0.594373E+02
   888   0.176379E+04   0.228035E+02   0.598289E+02
   889   0.175156E+04   0.231079E+02   0.601872E+02
   890   0.173945E+04   0.234150E+02   0.605111E+02
   891   0.172739E+04   0.237225E+02   0.608029E+02
   892   0.171530E+04   0.240303E+02   0.610620E+02
   893   0.170312E+04   0.243401E+02   0.612872E+02
   894   0.169107E+04   0.246494E+02   0.614786E+02
   895   0.167891E+04   0.249591E+02   0.616387E+02
   896   0.166681E+04   0.252698E+02   0.617646E+02
   897   0.165469E+04   0.255808E+02   0.618580E+02
   898   0.164269E+04   0.258913E+02   0.619184E+02
   899   0.163067E+04   0.262021E+02   0.619452E+02
   900   0.161863E+04   0.265123E+02   0.619401E+02
   901   0.160671E+04   0.268220E+02   0.619018E+02
   902   0.159477E+04   0.271311E+02   0.618311E+02
   903   0.158274E+04   0.274397E+02   0.617275E+02
   904   0.157098E+04   0.277471E+02   0.615912E+02
   905   0.155912E+04   0.280547E+02   0.614224E+02
   906   0.154732E+04   0.283604E+02   0.612211E+02
   907   0.153563E+04   0.286649E+02   0.609876E+02
   908   0.152407E+04   0.289683E+02   0.607227E+02
   909   0.151248E+04   0.292704E+02   0.604252E+02
   910   0.150087E+04   0.295722E+02   0.600974E+02
   911   0.148937E+04   0.298707E+02   0.597373E+02
   912   0.147792E+04   0.301687E+02   0.593465E+02
   913   0.146630E+04   0.304642E+02   0.589245E+02
   914   0.145509E+04   0.307579E+02   0.584728E+02
   915   0.144377E+04   0.310498E+02   0.579910E+02
   916   0.143265E+04   0.313392E+02   0.574784E+02
   917   0.142150E+04   0.316275E+02   0.569374E+02
   918   0.141053E+04   0.319127E+02   0.563660E+02
   919   0.139961E+04   0.321954E+02   0.557658E+02
   920   0.138873E+04   0.324756E+02   0.551362E+02
   921   0.137804E+04   0.327534E+02   0.544782E+02
   922   0.136731E+04   0.330280E+02   0.537926E+02
   923   0.135670E+04   0.332995E+02   0.530796E+02
   924   0.134620E+04   0.335686E+02   0.523387E+02
   925   0.133588E+04   0.338339E+02   0.515707E+02
   926   0.132553E+04   0.340968E+02   0.507773E+02
   927   0.131536E+04   0.343559E+02   0.499572E+02
   928   0.130530E+04   0.346119E+02   0.491112E+02
   929   0.129528E+04   0.348642E+02   0.482411E+02
   930   0.128544E+04   0.351120E+02   0.473454E+02
   931   0.127563E+04   0.353575E+02   0.464260E+02
   932   0.126601E+04   0.355978E+02   0.454828E+02
   933   0.125649E+04   0.358344E+02   0.445169E+02
   934   0.124708E+04   0.360680E+02   0.435291E+02
   935   0.123777E+04   0.362965E+02   0.425174E+02
   936   0.122864E+04   0.365206E+02   0.414848E+02
   937   0.121955E+04   0.367411E+02   0.404309E+02
   938   0.121063E+04   0.369572E+02   0.393566E+02
   939   0.120189E+04   0.371674E+02   0.382619E+02
   940   0.119317E+04   0.373741E+02   0.371478E+02
   941   0.118463E+04   0.375757E+02   0.360145E+02
   942   0.117619E+04   0.377723E+02   0.348629E+02
   943   0.116801E+04   0.379638E+02   0.336939E+02
   944   0.115992E+04   0.381504E+02   0.325068E+02
   945   0.115193E+04   0.383312E+02   0.313035E+02
   946   0.114411E+04   0.385078E+02   0.300839E+02
   947   0.113639E+04   0.386787E+02   0.288498E+02
   948   0.112869E+04   0.388454E+02   0.276006E+02
   949   0.112132E+04   0.390050E+02   0.263379E+02
   950   0.111403E+04   0.391597E+02   0.250612E+02
   951   0.110692E+04   0.393095E+02   0.237720E+02
   952   0.109998E+04   0.394537E+02   0.224712E+02
   953   0.109313E+04   0.395909E+02   0.211580E+02
   954   0.108644E+04   0.397234E+02   0.198339E+02
   955   0.107985E+04   0.398496E+02   0.184987E+02
   956   0.107342E+04   0.399704E+02   0.171526E+02
   957   0.106723E+04   0.400844E+02   0.157978E+02
   958   0.106106E+04   0.401923E+02   0.144326E+02
   959   0.105519E+04   0.402957E+02   0.130587E+02
   960   0.104942E+04   0.403923E+02   0.116783E+02
   961   0.104372E+04   0.404830E+02   0.102890E+02
   962   0.103826E+04   0.405677E+02   0.889305E+01
   963   0.103296E+04   0.406467E+02   0.749053E+01
   964   0.102782E+04   0.407190E+02   0.608287E+01
   965   0.102275E+04   0.407856E+02   0.466930E+01
   966   0.101792E+04   0.408464E+02   0.325131E+01
   967   0.101317E+04   0.409016E+02   0.182887E+01
   968   0.100857E+04   0.409488E+02   0.402716E+00
   969   0.100420E+04   0.409905E+02  -0.102568E+01
   970   0.999975E+03   0.410266E+02  -0.245782E+01
   971   0.995829E+03   0.410564E+02  -0.389149E+01
   972   0.991834E+03   0.410792E+02  -0.532596E+01
   973   0.987986E+03   0.410959E+02  -0.676198E+01
   974   0.984361E+03   0.411072E+02  -0.819883E+01
   975   0.980882E+03   0.411123E+02  -0.963430E+01
   976   0.977549E+03   0.411099E+02  -0.110691E+02
   977   0.974361E+03   0.411023E+02  -0.125019E+02
   978   0.971242E+03   0.410887E+02  -0.139327E+02
   979   0.968415E+03   0.410691E+02  -0.153602E+02
   980   0.965655E+03   0.410429E+02  -0.167846E+02
   981   0.963036E+03   0.410094E+02  -0.182052E+02
   982   0.960558E+03   0.409715E+02  -0.196210E+02
   983   0.958292E+03   0.409272E+02  -0.210318E+02
   984   0.956091E+03   0.408749E+02  -0.224369E+02
   985   0.954101E+03   0.408184E+02  -0.238360E+02
   986   0.952173E+03   0.407555E+02  -0.252279E+02
   987   0.950380E+03   0.406863E+02  -0.266128E+02
   988   0.948796E+03   0.406122E+02  -0.279896E+02
   989   0.947345E+03   0.405312E+02  -0.293568E+02
   990   0.946026E+03   0.404477E+02  -0.307159E+02
   991   0.944840E+03   0.403550E+02  -0.320650E+02
   992   0.943783E+03   0.402569E+02  -0.334040E+02
   993   0.942782E+03   0.401528E+02  -0.347322E+02
   994   0.941984E+03   0.400441E+02  -0.360482E+02
   995   0.941387E+03   0.399294E+02  -0.373526E+02
   996   0.940844E+03   0.398072E+02  -0.386441E+02
   997   0.940426E+03   0.396821E+02  -0.399233E+02
   998   0.940132E+03   0.395504E+02  -0.411874E+02
   999   0.939963E+03   0.394136E+02  -0.424378E+02
  1000   0.939916E+03   0.392717E+02  -0.436738E+02
  1001   0.939992E+03   0.391241E+02  -0.448931E+02
  1002   0.940115E+03   0.389708E+02  -0.460968E+02
  1003   0.940434E+03   0.388132E+02  -0.472849E+02
  1004   0.940873E+03   0.386500E+02  -0.484562E+02
  1005   0.941507E+03   0.384818E+02  -0.496093E+02
  1006   0.942188E+03   0.383081E+02  -0.507459E+02
  1007   0.942914E+03   0.381294E+02  -0.518647E+02
  1008   0.943536E+03   0.379459E+02  -0.529651E+02
  1009   0.944501E+03   0.377577E+02  -0.540472E+02
  1010   0.945584E+03   0.375653E+02  -0.551105E+02
  1011   0.946712E+03   0.373690E+02  -0.561545E+02
  1012   0.947958E+03   0.371672E+02  -0.571807E+02
  1013   0.949321E+03   0.369621E+02  -0.581857E+02
