#    L    TT             EE             TE          
   508   0.234009E+04   0.679760E+01  -0.480255E+02
   509   0.234611E+04   0.672156E+01  -0.469767E+02
   510   0.235184E+04   0.664960E+01  -0.459123E+02
   511   0.235750E+04   0.658144E+01  -0.448322E+02
   512   0.236288E+04   0.651750E+01  -0.437379E+02
   513   0.236812E+04   0.645756E+01  -0.426309E+02
   514   0.237315E+04   0.640193E+01  -0.415110E+02
   515   0.237797E+04   0.635051E+01  -0.403783E+02
   516   0.238257E+04   0.630340E+01  -0.392342E+02
   517   0.238689E+04   0.626072E+01  -0.380794E+02
   518   0.239107E+04   0.622234E+01  -0.369146E+02
   519   0.239511E+04   0.618847E+01  -0.357391E+02
   520   0.239886E+04   0.615904E+01  -0.345557E+02
   521   0.240233E+04   0.613412E+01  -0.333644E+02
   522   0.240558E+04   0.611393E+01  -0.321652E+02
   523   0.240870E+04   0.609832E+01  -0.309595E+02
   524   0.241160E+04   0.608728E+01  -0.297481E+02
   525   0.241414E+04   0.608097E+01  -0.285301E+02
   526   0.241655E+04   0.607939E+01  -0.273077E+02
   527   0.241889E+04   0.608252E+01  -0.260817E+02
   528   0.242087E+04   0.609038E+01  -0.248535E+02
   529   0.242263E+04   0.610325E+01  -0.236216E+02
   530   0.242411E+04   0.612091E+01  -0.223896E+02
   531   0.242561E+04   0.614328E+01  -0.211545E+02
   532   0.242666E+04   0.617066E+01  -0.199201E+02
   533   0.242750E+04   0.620290E+01  -0.186862E+02
   534   0.242813E+04   0.624007E+01  -0.174536E+02
   535   0.242855E+04   0.628224E+01  -0.162229E+02
   536   0.242876E+04   0.632927E+01  -0.149942E+02
   537   0.242883E+04   0.638122E+01  -0.137689E+02
   538   0.242853E+04   0.643825E+01  -0.125477E+02
   539   0.242810E+04   0.650004E+01  -0.113312E+02
   540   0.242746E+04   0.656706E+01  -0.101203E+02
   541   0.242653E+04   0.663884E+01  -0.891483E+01
   542   0.242546E+04   0.671561E+01  -0.771699E+01
   543   0.242411E+04   0.679745E+01  -0.652633E+01
   544   0.242261E+04   0.688420E+01  -0.534375E+01
   545   0.242083E+04   0.697585E+01  -0.416981E+01
   546   0.241892E+04   0.707220E+01  -0.300553E+01
   547   0.241671E+04   0.717345E+01  -0.185114E+01
   548   0.241437E+04   0.727960E+01  -0.707666E+00
   549   0.241181E+04   0.739066E+01   0.424246E+00
   550   0.240905E+04   0.750662E+01   0.154405E+01
   551   0.240614E+04   0.762748E+01   0.265118E+01
   552   0.240295E+04   0.775324E+01   0.374456E+01
   553   0.239962E+04   0.788243E+01   0.482400E+01
   554   0.239608E+04   0.801801E+01   0.588870E+01
   555   0.239232E+04   0.815777E+01   0.693785E+01
   556   0.238835E+04   0.830245E+01   0.797133E+01
   557   0.238424E+04   0.845131E+01   0.898737E+01
   558   0.237992E+04   0.860584E+01   0.998659E+01
   559   0.237538E+04   0.876383E+01   0.109683E+02
   560   0.237078E+04   0.892601E+01   0.119309E+02
   561   0.236582E+04   0.909313E+01   0.128746E+02
   562   0.236086E+04   0.926520E+01   0.137985E+02
   563   0.235569E+04   0.944074E+01   0.147042E+02
   564   0.235038E+04   0.962197E+01   0.155866E+02
   565   0.234485E+04   0.980594E+01   0.164492E+02
   566   0.233918E+04   0.999488E+01   0.172893E+02
   567   0.233337E+04   0.101873E+02   0.181075E+02
   568   0.232742E+04   0.103847E+02   0.189024E+02
   569   0.232125E+04   0.105863E+02   0.196762E+02
   570   0.231501E+04   0.107915E+02   0.204237E+02
   571   0.230856E+04   0.110008E+02   0.211472E+02
   572   0.230197E+04   0.112137E+02   0.218468E+02
   573   0.229530E+04   0.114301E+02   0.225201E+02
   574   0.228850E+04   0.116507E+02   0.231688E+02
   575   0.228155E+04   0.118742E+02   0.237905E+02
   576   0.227453E+04   0.121019E+02   0.243869E+02
   577   0.226729E+04   0.123331E+02   0.249563E+02
   578   0.225999E+04   0.125671E+02   0.254982E+02
   579   0.225261E+04   0.128054E+02   0.260133E+02
   580   0.224517E+04   0.130465E+02   0.264993E+02
   581   0.223743E+04   0.132904E+02   0.269585E+02
   582   0.222970E+04   0.135378E+02   0.273887E+02
   583   0.222189E+04   0.137881E+02   0.277892E+02
   584   0.221402E+04   0.140411E+02   0.281615E+02
   585   0.220607E+04   0.142970E+02   0.285041E+02
   586   0.219798E+04   0.145550E+02   0.288170E+02
   587   0.218989E+04   0.148166E+02   0.291003E+02
   588   0.218166E+04   0.150802E+02   0.293524E+02
   589   0.217335E+04   0.153467E+02   0.295749E+02
   590   0.216497E+04   0.156145E+02   0.297671E+02
   591   0.215660E+04   0.158860E+02   0.299283E+02
   592   0.214815E+04   0.161580E+02   0.300576E+02
   593   0.213963E+04   0.164337E+02   0.301574E+02
   594   0.213096E+04   0.167107E+02   0.302247E+02
   595   0.212229E+04   0.169884E+02   0.302618E+02
   596   0.211370E+04   0.172697E+02   0.302664E+02
   597   0.210504E+04   0.175501E+02   0.302401E+02
   598   0.209652E+04   0.178334E+02   0.301821E+02
   599   0.208786E+04   0.181181E+02   0.300932E+02
   600   0.207912E+04   0.184043E+02   0.299719E+02
   601   0.207038E+04   0.186918E+02   0.298189E+02
   602   0.206164E+04   0.189792E+02   0.296336E+02
   603   0.205283E+04   0.192688E+02   0.294182E+02
   604   0.204416E+04   0.195584E+02   0.291703E+02
   605   0.203542E+04   0.198487E+02   0.288907E+02
   606   0.202675E+04   0.201396E+02   0.285795E+02
   607   0.201786E+04   0.204312E+02   0.282365E+02
   608   0.200919E+04   0.207236E+02   0.278617E+02
   609   0.200060E+04   0.210152E+02   0.274552E+02
   610   0.199192E+04   0.213068E+02   0.270169E+02
   611   0.198332E+04   0.215991E+02   0.265476E+02
   612   0.197480E+04   0.218921E+02   0.260479E+02
   613   0.196619E+04   0.221822E+02   0.255157E+02
   614   0.195773E+04   0.224737E+02   0.249524E+02
   615   0.194927E+04   0.227638E+02   0.243586E+02
   616   0.194088E+04   0.230546E+02   0.237345E+02
   617   0.193264E+04   0.233448E+02   0.230800E+02
   618   0.192439E+04   0.236342E+02   0.223943E+02
   619   0.191614E+04   0.239237E+02   0.216803E+02
   620   0.190811E+04   0.242102E+02   0.209359E+02
   621   0.190000E+04   0.244968E+02   0.201618E+02
   622   0.189203E+04   0.247820E+02   0.193579E+02
   623   0.188421E+04   0.250650E+02   0.185264E+02
   624   0.187638E+04   0.253466E+02   0.176659E+02
   625   0.186863E+04   0.256268E+02   0.167763E+02
   626   0.186102E+04   0.259056E+02   0.158591E+02
   627   0.185355E+04   0.261822E+02   0.149143E+02
   628   0.184615E+04   0.264567E+02   0.139418E+02
   629   0.183889E+04   0.267291E+02   0.129424E+02
   630   0.183163E+04   0.269994E+02   0.119154E+02
   631   0.182451E+04   0.272676E+02   0.108636E+02
   632   0.181761E+04   0.275330E+02   0.978483E+01
   633   0.181070E+04   0.277969E+02   0.868132E+01
   634   0.180401E+04   0.280566E+02   0.755303E+01
   635   0.179746E+04   0.283149E+02   0.640032E+01
   636   0.179091E+04   0.285712E+02   0.522385E+01
   637   0.178457E+04   0.288224E+02   0.402298E+01
   638   0.177837E+04   0.290723E+02   0.279987E+01
   639   0.177231E+04   0.293179E+02   0.155353E+01
   640   0.176640E+04   0.295615E+02   0.285532E+00
   641   0.176062E+04   0.298015E+02  -0.100417E+01
   642   0.175491E+04   0.300373E+02  -0.231481E+01
   643   0.174942E+04   0.302710E+02  -0.364594E+01
   644   0.174414E+04   0.304990E+02  -0.499689E+01
   645   0.173893E+04   0.307243E+02  -0.636740E+01
   646   0.173386E+04   0.309460E+02  -0.775680E+01
   647   0.172907E+04   0.311635E+02  -0.916497E+01
   648   0.172428E+04   0.313776E+02  -0.105900E+02
   649   0.171977E+04   0.315867E+02  -0.120326E+02
   650   0.171541E+04   0.317915E+02  -0.134914E+02
   651   0.171118E+04   0.319937E+02  -0.149664E+02
   652   0.170709E+04   0.321909E+02  -0.164568E+02
   653   0.170329E+04   0.323824E+02  -0.179612E+02
   654   0.169956E+04   0.325705E+02  -0.194790E+02
   655   0.169596E+04   0.327543E+02  -0.210108E+02
   656   0.169266E+04   0.329333E+02  -0.225553E+02
   657   0.168949E+04   0.331073E+02  -0.241109E+02
   658   0.168638E+04   0.332771E+02  -0.256786E+02
   659   0.168364E+04   0.334420E+02  -0.272567E+02
   660   0.168104E+04   0.336012E+02  -0.288447E+02
   661   0.167858E+04   0.337555E+02  -0.304411E+02
   662   0.167633E+04   0.339056E+02  -0.320474E+02
   663   0.167422E+04   0.340508E+02  -0.336621E+02
   664   0.167233E+04   0.341895E+02  -0.352831E+02
   665   0.167057E+04   0.343234E+02  -0.369111E+02
   666   0.166903E+04   0.344523E+02  -0.385447E+02
   667   0.166770E+04   0.345756E+02  -0.401840E+02
   668   0.166644E+04   0.346940E+02  -0.418282E+02
   669   0.166554E+04   0.348068E+02  -0.434759E+02
   670   0.166470E+04   0.349138E+02  -0.451256E+02
   671   0.166416E+04   0.350168E+02  -0.467789E+02
   672   0.166368E+04   0.351126E+02  -0.484343E+02
   673   0.166349E+04   0.352042E+02  -0.500896E+02
   674   0.166344E+04   0.352894E+02  -0.517456E+02
   675   0.166360E+04   0.353691E+02  -0.534016E+02
   676   0.166390E+04   0.354430E+02  -0.550555E+02
   677   0.166442E+04   0.355114E+02  -0.567079E+02
   678   0.166515E+04   0.355734E+02  -0.583582E+02
   679   0.166602E+04   0.356305E+02  -0.600049E+02
   680   0.166718E+04   0.356819E+02  -0.616481E+02
   681   0.166848E+04   0.357270E+02  -0.632856E+02
   682   0.166992E+04   0.357657E+02  -0.649190E+02
   683   0.167165E+04   0.358003E+02  -0.665474E+02
   684   0.167345E+04   0.358271E+02  -0.681687E+02
   685   0.167538E+04   0.358490E+02  -0.697830E+02
   686   0.167754E+04   0.358645E+02  -0.713814E+02
   687   0.167998E+04   0.358751E+02  -0.729750E+02
   688   0.168248E+04   0.358787E+02  -0.745617E+02
   689   0.168520E+04   0.358766E+02  -0.761341E+02
   690   0.168806E+04   0.358697E+02  -0.776996E+02
   691   0.169114E+04   0.358550E+02  -0.792509E+02
   692   0.169436E+04   0.358361E+02  -0.807880E+02
   693   0.169779E+04   0.358109E+02  -0.823183E+02
   694   0.170129E+04   0.357793E+02  -0.838271E+02
   695   0.170507E+04   0.357437E+02  -0.853218E+02
   696   0.170900E+04   0.357010E+02  -0.868173E+02
   697   0.171307E+04   0.356526E+02  -0.882839E+02
   698   0.171728E+04   0.355980E+02  -0.897366E+02
   699   0.172163E+04   0.355385E+02  -0.911679E+02
   700   0.172620E+04   0.354727E+02  -0.925853E+02
   701   0.173091E+04   0.354013E+02  -0.939888E+02
   702   0.173576E+04   0.353250E+02  -0.953636E+02
   703   0.174075E+04   0.352425E+02  -0.967395E+02
   704   0.174588E+04   0.351550E+02  -0.980793E+02
   705   0.175108E+04   0.350612E+02  -0.993978E+02
   706   0.175649E+04   0.349626E+02  -0.100703E+03
   707   0.176197E+04   0.348583E+02  -0.101986E+03
   708   0.176775E+04   0.347492E+02  -0.103234E+03
   709   0.177352E+04   0.346345E+02  -0.104475E+03
   710   0.177950E+04   0.345141E+02  -0.105688E+03
   711   0.178555E+04   0.343888E+02  -0.106873E+03
   712   0.179175E+04   0.342586E+02  -0.108043E+03
   713   0.179816E+04   0.341228E+02  -0.109178E+03
   714   0.180450E+04   0.339828E+02  -0.110292E+03
   715   0.181105E+04   0.338372E+02  -0.111385E+03
   716   0.181774E+04   0.336867E+02  -0.112449E+03
   717   0.182451E+04   0.335319E+02  -0.113478E+03
   718   0.183134E+04   0.333723E+02  -0.114493E+03
   719   0.183832E+04   0.332062E+02  -0.115465E+03
   720   0.184530E+04   0.330367E+02  -0.116423E+03
   721   0.185257E+04   0.328637E+02  -0.117338E+03
   722   0.185976E+04   0.326850E+02  -0.118225E+03
   723   0.186709E+04   0.325029E+02  -0.119091E+03
   724   0.187450E+04   0.323158E+02  -0.119929E+03
   725   0.188198E+04   0.321252E+02  -0.120731E+03
   726   0.188960E+04   0.319319E+02  -0.121498E+03
   727   0.189722E+04   0.317329E+02  -0.122244E+03
   728   0.190491E+04   0.315288E+02  -0.122954E+03
   729   0.191268E+04   0.313221E+02  -0.123636E+03
   730   0.192044E+04   0.311118E+02  -0.124283E+03
   731   0.192842E+04   0.308965E+02  -0.124894E+03
   732   0.193633E+04   0.306800E+02  -0.125469E+03
   733   0.194438E+04   0.304584E+02  -0.126024E+03
   734   0.195243E+04   0.302341E+02  -0.126529E+03
   735   0.196056E+04   0.300055E+02  -0.127020E+03
   736   0.196861E+04   0.297740E+02  -0.127462E+03
   737   0.197680E+04   0.295406E+02  -0.127882E+03
   738   0.198492E+04   0.293043E+02  -0.128253E+03
   739   0.199312E+04   0.290645E+02  -0.128595E+03
   740   0.200131E+04   0.288219E+02  -0.128910E+03
   741   0.200958E+04   0.285757E+02  -0.129189E+03
   742   0.201785E+04   0.283296E+02  -0.129425E+03
   743   0.202612E+04   0.280815E+02  -0.129634E+03
   744   0.203446E+04   0.278298E+02  -0.129800E+03
   745   0.204273E+04   0.275760E+02  -0.129946E+03
   746   0.205093E+04   0.273208E+02  -0.130034E+03
   747   0.205913E+04   0.270628E+02  -0.130101E+03
   748   0.206740E+04   0.268041E+02  -0.130134E+03
   749   0.207567E+04   0.265419E+02  -0.130139E+03
   750   0.208387E+04   0.262797E+02  -0.130101E+03
   751   0.209207E+04   0.260155E+02  -0.130028E+03
   752   0.210028E+04   0.257513E+02  -0.129913E+03
   753   0.210841E+04   0.254842E+02  -0.129770E+03
   754   0.211647E+04   0.252172E+02  -0.129584E+03
   755   0.212460E+04   0.249488E+02  -0.129371E+03
   756   0.213252E+04   0.246798E+02  -0.129122E+03
   757   0.214059E+04   0.244107E+02  -0.128831E+03
   758   0.214843E+04   0.241403E+02  -0.128504E+03
   759   0.215635E+04   0.238691E+02  -0.128150E+03
   760   0.216413E+04   0.235980E+02  -0.127760E+03
   761   0.217184E+04   0.233269E+02  -0.127335E+03
   762   0.217962E+04   0.230559E+02  -0.126875E+03
   763   0.218718E+04   0.227856E+02  -0.126379E+03
   764   0.219475E+04   0.225145E+02  -0.125855E+03
   765   0.220217E+04   0.222435E+02  -0.125289E+03
   766   0.220960E+04   0.219740E+02  -0.124694E+03
   767   0.221688E+04   0.217051E+02  -0.124064E+03
   768   0.222409E+04   0.214363E+02  -0.123392E+03
   769   0.223123E+04   0.211674E+02  -0.122698E+03
   770   0.223823E+04   0.209008E+02  -0.121969E+03
   771   0.224516E+04   0.206348E+02  -0.121205E+03
   772   0.225194E+04   0.203702E+02  -0.120397E+03
   773   0.225865E+04   0.201071E+02  -0.119569E+03
   774   0.226522E+04   0.198455E+02  -0.118713E+03
   775   0.227180E+04   0.195852E+02  -0.117821E+03
   776   0.227808E+04   0.193271E+02  -0.116901E+03
   777   0.228430E+04   0.190704E+02  -0.115946E+03
   778   0.229059E+04   0.188158E+02  -0.114954E+03
   779   0.229652E+04   0.185634E+02  -0.113942E+03
   780   0.230238E+04   0.183116E+02  -0.112894E+03
   781   0.230817E+04   0.180642E+02  -0.111826E+03
   782   0.231374E+04   0.178181E+02  -0.110736E+03
   783   0.231925E+04   0.175749E+02  -0.109603E+03
   784   0.232461E+04   0.173345E+02  -0.108442E+03
   785   0.232976E+04   0.170962E+02  -0.107260E+03
   786   0.233484E+04   0.168607E+02  -0.106028E+03
   787   0.233970E+04   0.166288E+02  -0.104781E+03
   788   0.234442E+04   0.163989E+02  -0.103514E+03
   789   0.234900E+04   0.161712E+02  -0.102226E+03
   790   0.235351E+04   0.159492E+02  -0.100902E+03
   791   0.235781E+04   0.157292E+02  -0.995489E+02
   792   0.236197E+04   0.155135E+02  -0.981826E+02
   793   0.236591E+04   0.153021E+02  -0.967803E+02
   794   0.236964E+04   0.150941E+02  -0.953643E+02
   795   0.237322E+04   0.148890E+02  -0.939198E+02
   796   0.237681E+04   0.146888E+02  -0.924615E+02
   797   0.238004E+04   0.144914E+02  -0.909746E+02
   798   0.238313E+04   0.142989E+02  -0.894739E+02
   799   0.238608E+04   0.141107E+02  -0.879520E+02
   800   0.238889E+04   0.139259E+02  -0.864088E+02
   801   0.239149E+04   0.137461E+02  -0.848518E+02
   802   0.239380E+04   0.135705E+02  -0.832587E+02
   803   0.239611E+04   0.133984E+02  -0.816665E+02
   804   0.239814E+04   0.132319E+02  -0.800455E+02
   805   0.240010E+04   0.130696E+02  -0.784105E+02
   806   0.240178E+04   0.129115E+02  -0.767615E+02
   807   0.240323E+04   0.127592E+02  -0.750984E+02
   808   0.240448E+04   0.126117E+02  -0.734139E+02
   809   0.240566E+04   0.124692E+02  -0.717226E+02
   810   0.240655E+04   0.123316E+02  -0.700098E+02
   811   0.240723E+04   0.121989E+02  -0.682835E+02
   812   0.240776E+04   0.120727E+02  -0.665482E+02
   813   0.240808E+04   0.119498E+02  -0.648031E+02
   814   0.240834E+04   0.118334E+02  -0.630459E+02
   815   0.240831E+04   0.117219E+02  -0.612788E+02
   816   0.240799E+04   0.116161E+02  -0.595018E+02
   817   0.240753E+04   0.115152E+02  -0.577157E+02
   818   0.240700E+04   0.114207E+02  -0.559210E+02
   819   0.240619E+04   0.113311E+02  -0.541185E+02
   820   0.240523E+04   0.112472E+02  -0.523082E+02
   821   0.240399E+04   0.111681E+02  -0.504930E+02
   822   0.240260E+04   0.110962E+02  -0.486714E+02
   823   0.240100E+04   0.110292E+02  -0.468441E+02
   824   0.239912E+04   0.109686E+02  -0.450118E+02
   825   0.239716E+04   0.109129E+02  -0.431767E+02
   826   0.239492E+04   0.108643E+02  -0.413380E+02
   827   0.239246E+04   0.108206E+02  -0.394979E+02
   828   0.238994E+04   0.107833E+02  -0.376557E+02
   829   0.238713E+04   0.107523E+02  -0.358127E+02
   830   0.238418E+04   0.107270E+02  -0.339712E+02
   831   0.238101E+04   0.107074E+02  -0.321297E+02
   832   0.237763E+04   0.106933E+02  -0.302896E+02
   833   0.237411E+04   0.106856E+02  -0.284516E+02
   834   0.237030E+04   0.106836E+02  -0.266156E+02
   835   0.236642E+04   0.106886E+02  -0.247832E+02
   836   0.236218E+04   0.106985E+02  -0.229543E+02
   837   0.235788E+04   0.107148E+02  -0.211303E+02
   838   0.235336E+04   0.107375E+02  -0.193112E+02
   839   0.234855E+04   0.107657E+02  -0.174970E+02
   840   0.234367E+04   0.108011E+02  -0.156899E+02
   841   0.233858E+04   0.108413E+02  -0.138912E+02
   842   0.233328E+04   0.108871E+02  -0.120981E+02
   843   0.232783E+04   0.109393E+02  -0.103164E+02
   844   0.232209E+04   0.109978E+02  -0.854233E+01
   845   0.231629E+04   0.110612E+02  -0.677888E+01
   846   0.231035E+04   0.111324E+02  -0.502651E+01
   847   0.230427E+04   0.112077E+02  -0.328489E+01
   848   0.229797E+04   0.112894E+02  -0.155592E+01
   849   0.229139E+04   0.113766E+02   0.161051E+00
   850   0.228481E+04   0.114702E+02   0.186496E+01
   851   0.227794E+04   0.115694E+02   0.355523E+01
   852   0.227093E+04   0.116749E+02   0.523150E+01
   853   0.226379E+04   0.117853E+02   0.689304E+01
   854   0.225642E+04   0.119020E+02   0.853845E+01
   855   0.224884E+04   0.120243E+02   0.101687E+02
   856   0.224127E+04   0.121507E+02   0.117820E+02
   857   0.223341E+04   0.122835E+02   0.133776E+02
   858   0.222540E+04   0.124234E+02   0.149556E+02
   859   0.221726E+04   0.125660E+02   0.165166E+02
   860   0.220904E+04   0.127149E+02   0.180577E+02
   861   0.220061E+04   0.128695E+02   0.195790E+02
   862   0.219204E+04   0.130290E+02   0.210812E+02
   863   0.218332E+04   0.131941E+02   0.225621E+02
   864   0.217447E+04   0.133634E+02   0.240224E+02
   865   0.216532E+04   0.135384E+02   0.254600E+02
   866   0.215639E+04   0.137182E+02   0.268757E+02
   867   0.214711E+04   0.139038E+02   0.282686E+02
   868   0.213775E+04   0.140935E+02   0.296388E+02
   869   0.212825E+04   0.142882E+02   0.309857E+02
   870   0.211861E+04   0.144870E+02   0.323083E+02
   871   0.210890E+04   0.146908E+02   0.336062E+02
   872   0.209904E+04   0.148996E+02   0.348799E+02
   873   0.208904E+04   0.151125E+02   0.361281E+02
   874   0.207897E+04   0.153304E+02   0.373500E+02
   875   0.206876E+04   0.155511E+02   0.385471E+02
   876   0.205840E+04   0.157774E+02   0.397179E+02
   877   0.204812E+04   0.160073E+02   0.408611E+02
   878   0.203754E+04   0.162406E+02   0.419773E+02
   879   0.202697E+04   0.164789E+02   0.430665E+02
   880   0.201633E+04   0.167207E+02   0.441281E+02
   881   0.200554E+04   0.169653E+02   0.451606E+02
   882   0.199469E+04   0.172142E+02   0.461647E+02
   883   0.198383E+04   0.174673E+02   0.471390E+02
   884   0.197276E+04   0.177224E+02   0.480857E+02
   885   0.196161E+04   0.179818E+02   0.490019E+02
   886   0.195047E+04   0.182447E+02   0.498883E+02
   887   0.193918E+04   0.185097E+02   0.507449E+02
   888   0.192796E+04   0.187790E+02   0.515711E+02
   889   0.191645E+04   0.190496E+02   0.523668E+02
   890   0.190502E+04   0.193245E+02   0.531306E+02
   891   0.189359E+04   0.196014E+02   0.538648E+02
   892   0.188208E+04   0.198805E+02   0.545685E+02
   893   0.187043E+04   0.201630E+02   0.552403E+02
   894   0.185886E+04   0.204470E+02   0.558804E+02
   895   0.184714E+04   0.207330E+02   0.564908E+02
   896   0.183541E+04   0.210219E+02   0.570687E+02
   897   0.182362E+04   0.213128E+02   0.576155E+02
   898   0.181190E+04   0.216052E+02   0.581305E+02
   899   0.180010E+04   0.218996E+02   0.586131E+02
   900   0.178823E+04   0.221954E+02   0.590647E+02
   901   0.177644E+04   0.224926E+02   0.594838E+02
   902   0.176457E+04   0.227911E+02   0.598712E+02
   903   0.175256E+04   0.230911E+02   0.602261E+02
   904   0.174076E+04   0.233917E+02   0.605486E+02
   905   0.172882E+04   0.236944E+02   0.608385E+02
   906   0.171688E+04   0.239971E+02   0.610959E+02
   907   0.170501E+04   0.243005E+02   0.613208E+02
   908   0.169321E+04   0.246045E+02   0.615139E+02
   909   0.168134E+04   0.249092E+02   0.616736E+02
   910   0.166939E+04   0.252154E+02   0.618023E+02
   911   0.165752E+04   0.255200E+02   0.618977E+02
   912   0.164564E+04   0.258261E+02   0.619612E+02
   913   0.163354E+04   0.261314E+02   0.619922E+02
   914   0.162182E+04   0.264367E+02   0.619920E+02
   915   0.160994E+04   0.267419E+02   0.619599E+02
   916   0.159820E+04   0.270465E+02   0.618951E+02
   917   0.158640E+04   0.273517E+02   0.617999E+02
   918   0.157473E+04   0.276555E+02   0.616721E+02
   919   0.156307E+04   0.279585E+02   0.615131E+02
   920   0.155140E+04   0.282609E+02   0.613221E+02
   921   0.153988E+04   0.285625E+02   0.610999E+02
   922   0.152829E+04   0.288626E+02   0.608472E+02
   923   0.151676E+04   0.291613E+02   0.605640E+02
   924   0.150531E+04   0.294593E+02   0.602495E+02
   925   0.149400E+04   0.297552E+02   0.599046E+02
   926   0.148262E+04   0.300503E+02   0.595305E+02
   927   0.147138E+04   0.303433E+02   0.591259E+02
   928   0.146021E+04   0.306349E+02   0.586915E+02
   929   0.144904E+04   0.309243E+02   0.582287E+02
   930   0.143801E+04   0.312108E+02   0.577361E+02
   931   0.142698E+04   0.314967E+02   0.572151E+02
   932   0.141610E+04   0.317790E+02   0.566657E+02
   933   0.140528E+04   0.320591E+02   0.560887E+02
   934   0.139454E+04   0.323379E+02   0.554847E+02
   935   0.138387E+04   0.326131E+02   0.548516E+02
   936   0.137334E+04   0.328854E+02   0.541922E+02
   937   0.136280E+04   0.331557E+02   0.535059E+02
   938   0.135241E+04   0.334231E+02   0.527933E+02
   939   0.134217E+04   0.336862E+02   0.520545E+02
   940   0.133192E+04   0.339472E+02   0.512902E+02
   941   0.132181E+04   0.342047E+02   0.505003E+02
   942   0.131177E+04   0.344586E+02   0.496857E+02
   943   0.130195E+04   0.347090E+02   0.488470E+02
   944   0.129220E+04   0.349558E+02   0.479834E+02
   945   0.128252E+04   0.351984E+02   0.470965E+02
   946   0.127298E+04   0.354382E+02   0.461862E+02
   947   0.126351E+04   0.356737E+02   0.452541E+02
   948   0.125404E+04   0.359065E+02   0.442992E+02
   949   0.124485E+04   0.361336E+02   0.433233E+02
   950   0.123574E+04   0.363571E+02   0.423253E+02
   951   0.122676E+04   0.365772E+02   0.413069E+02
   952   0.121793E+04   0.367930E+02   0.402688E+02
   953   0.120917E+04   0.370031E+02   0.392102E+02
   954   0.120055E+04   0.372098E+02   0.381325E+02
   955   0.119200E+04   0.374115E+02   0.370357E+02
   956   0.118359E+04   0.376089E+02   0.359197E+02
   957   0.117540E+04   0.378007E+02   0.347869E+02
   958   0.116720E+04   0.379875E+02   0.336356E+02
   959   0.115929E+04   0.381709E+02   0.324673E+02
   960   0.115145E+04   0.383485E+02   0.312843E+02
   961   0.114368E+04   0.385212E+02   0.300842E+02
   962   0.113613E+04   0.386890E+02   0.288692E+02
   963   0.112871E+04   0.388518E+02   0.276394E+02
   964   0.112144E+04   0.390090E+02   0.263962E+02
   965   0.111424E+04   0.391612E+02   0.251388E+02
   966   0.110726E+04   0.393084E+02   0.238686E+02
   967   0.110034E+04   0.394508E+02   0.225857E+02
   968   0.109357E+04   0.395859E+02   0.212907E+02
   969   0.108701E+04   0.397162E+02   0.199852E+02
   970   0.108059E+04   0.398415E+02   0.186675E+02
   971   0.107425E+04   0.399612E+02   0.173399E+02
   972   0.106804E+04   0.400744E+02   0.160031E+02
   973   0.106198E+04   0.401820E+02   0.146563E+02
   974   0.105613E+04   0.402847E+02   0.133003E+02
   975   0.105043E+04   0.403817E+02   0.119372E+02
   976   0.104487E+04   0.404716E+02   0.105663E+02
   977   0.103945E+04   0.405566E+02   0.918901E+01
   978   0.103410E+04   0.406359E+02   0.780516E+01
   979   0.102903E+04   0.407096E+02   0.641606E+01
   980   0.102404E+04   0.407769E+02   0.502154E+01
   981   0.101919E+04   0.408371E+02   0.362229E+01
   982   0.101448E+04   0.408931E+02   0.221935E+01
   983   0.100999E+04   0.409428E+02   0.812768E+00
   984   0.100557E+04   0.409845E+02  -0.596736E+00
   985   0.100136E+04   0.410222E+02  -0.200874E+01
   986   0.997225E+03   0.410535E+02  -0.342227E+01
   987   0.993228E+03   0.410784E+02  -0.483743E+01
   988   0.989448E+03   0.410984E+02  -0.625305E+01
   989   0.985810E+03   0.411113E+02  -0.766783E+01
   990   0.982314E+03   0.411216E+02  -0.908321E+01
   991   0.978961E+03   0.411225E+02  -0.104972E+02
   992   0.975750E+03   0.411179E+02  -0.119099E+02
   993   0.972606E+03   0.411069E+02  -0.133205E+02
   994   0.969680E+03   0.410910E+02  -0.147276E+02
   995   0.966969E+03   0.410687E+02  -0.161319E+02
   996   0.964327E+03   0.410387E+02  -0.175320E+02
   997   0.961826E+03   0.410053E+02  -0.189288E+02
   998   0.959468E+03   0.409648E+02  -0.203191E+02
   999   0.957252E+03   0.409186E+02  -0.217046E+02
  1000   0.955178E+03   0.408669E+02  -0.230846E+02
  1001   0.953246E+03   0.408089E+02  -0.244567E+02
  1002   0.951382E+03   0.407446E+02  -0.258219E+02
  1003   0.949735E+03   0.406753E+02  -0.271801E+02
  1004   0.948230E+03   0.405998E+02  -0.285298E+02
  1005   0.946942E+03   0.405186E+02  -0.298696E+02
  1006   0.945722E+03   0.404311E+02  -0.312010E+02
  1007   0.944571E+03   0.403379E+02  -0.325225E+02
  1008   0.943340E+03   0.402392E+02  -0.338334E+02
  1009   0.942474E+03   0.401348E+02  -0.351337E+02
  1010   0.941752E+03   0.400255E+02  -0.364227E+02
  1011   0.941098E+03   0.399114E+02  -0.376996E+02
  1012   0.940588E+03   0.397908E+02  -0.389660E+02
  1013   0.940221E+03   0.396661E+02  -0.402181E+02
  1014   0.939997E+03   0.395351E+02  -0.414582E+02
