#    L    TT             EE             TE          
  1015   0.939769E+03   0.393998E+02  -0.426842E+02
  1016   0.939758E+03   0.392582E+02  -0.438967E+02
  1017   0.939892E+03   0.391124E+02  -0.450950E+02
  1018   0.940094E+03   0.389601E+02  -0.462784E+02
  1019   0.940367E+03   0.388045E+02  -0.474469E+02
  1020   0.940858E+03   0.386417E+02  -0.485999E+02
  1021   0.941418E+03   0.384747E+02  -0.497372E+02
  1022   0.942049E+03   0.383035E+02  -0.508582E+02
  1023   0.942824E+03   0.381266E+02  -0.519600E+02
  1024   0.943670E+03   0.379448E+02  -0.530462E+02
  1025   0.944585E+03   0.377595E+02  -0.541117E+02
  1026   0.945868E+03   0.375685E+02  -0.551609E+02
  1027   0.946999E+03   0.373748E+02  -0.561917E+02
  1028   0.948200E+03   0.371761E+02  -0.572026E+02
  1029   0.949547E+03   0.369725E+02  -0.581958E+02
  1030   0.950964E+03   0.367654E+02  -0.591691E+02
  1031   0.952303E+03   0.365540E+02  -0.601210E+02
  1032   0.953937E+03   0.363369E+02  -0.610568E+02
  1033   0.955567E+03   0.361171E+02  -0.619713E+02
  1034   0.957417E+03   0.358945E+02  -0.628645E+02
  1035   0.959264E+03   0.356669E+02  -0.637378E+02
  1036   0.961183E+03   0.354351E+02  -0.645906E+02
  1037   0.963173E+03   0.352005E+02  -0.654222E+02
  1038   0.965309E+03   0.349631E+02  -0.662325E+02
  1039   0.967516E+03   0.347214E+02  -0.670179E+02
  1040   0.969647E+03   0.344763E+02  -0.677836E+02
  1041   0.971999E+03   0.342290E+02  -0.685244E+02
  1042   0.974348E+03   0.339775E+02  -0.692447E+02
  1043   0.976769E+03   0.337232E+02  -0.699402E+02
  1044   0.979337E+03   0.334654E+02  -0.706145E+02
  1045   0.981829E+03   0.332069E+02  -0.712677E+02
  1046   0.984467E+03   0.329442E+02  -0.718924E+02
  1047   0.987178E+03   0.326787E+02  -0.725035E+02
  1048   0.989813E+03   0.324110E+02  -0.730860E+02
  1049   0.992596E+03   0.321413E+02  -0.736401E+02
  1050   0.995376E+03   0.318688E+02  -0.741731E+02
  1051   0.998230E+03   0.315942E+02  -0.746851E+02
  1052   0.100116E+04   0.313175E+02  -0.751687E+02
  1053   0.100401E+04   0.310387E+02  -0.756312E+02
  1054   0.100693E+04   0.307585E+02  -0.760727E+02
  1055   0.100986E+04   0.304770E+02  -0.764857E+02
  1056   0.101285E+04   0.301933E+02  -0.768776E+02
  1057   0.101592E+04   0.299082E+02  -0.772411E+02
  1058   0.101914E+04   0.296225E+02  -0.775835E+02
  1059   0.102229E+04   0.293347E+02  -0.778974E+02
  1060   0.102543E+04   0.290455E+02  -0.781902E+02
  1061   0.102857E+04   0.287563E+02  -0.784545E+02
  1062   0.103179E+04   0.284657E+02  -0.786976E+02
  1063   0.103485E+04   0.281745E+02  -0.789123E+02
  1064   0.103807E+04   0.278826E+02  -0.791132E+02
  1065   0.104129E+04   0.275892E+02  -0.792856E+02
  1066   0.104443E+04   0.272959E+02  -0.794294E+02
  1067   0.104772E+04   0.270026E+02  -0.795447E+02
  1068   0.105094E+04   0.267086E+02  -0.796388E+02
  1069   0.105415E+04   0.264154E+02  -0.797192E+02
  1070   0.105744E+04   0.261208E+02  -0.797709E+02
  1071   0.106059E+04   0.258276E+02  -0.797941E+02
  1072   0.106381E+04   0.255337E+02  -0.797887E+02
  1073   0.106710E+04   0.252406E+02  -0.797620E+02
  1074   0.107024E+04   0.249482E+02  -0.797142E+02
  1075   0.107346E+04   0.246550E+02  -0.796452E+02
  1076   0.107661E+04   0.243633E+02  -0.795475E+02
  1077   0.107983E+04   0.240724E+02  -0.794360E+02
  1078   0.108291E+04   0.237829E+02  -0.792810E+02
  1079   0.108599E+04   0.234934E+02  -0.791197E+02
  1080   0.108914E+04   0.232045E+02  -0.789371E+02
  1081   0.109214E+04   0.229187E+02  -0.787258E+02
  1082   0.109515E+04   0.226335E+02  -0.784932E+02
  1083   0.109816E+04   0.223490E+02  -0.782394E+02
  1084   0.110116E+04   0.220666E+02  -0.779643E+02
  1085   0.110410E+04   0.217857E+02  -0.776604E+02
  1086   0.110704E+04   0.215070E+02  -0.773502E+02
  1087   0.110991E+04   0.212303E+02  -0.769963E+02
  1088   0.111270E+04   0.209536E+02  -0.766360E+02
  1089   0.111550E+04   0.206806E+02  -0.762470E+02
  1090   0.111822E+04   0.204096E+02  -0.758514E+02
  1091   0.112095E+04   0.201401E+02  -0.754197E+02
  1092   0.112368E+04   0.198726E+02  -0.749741E+02
  1093   0.112626E+04   0.196088E+02  -0.745071E+02
  1094   0.112869E+04   0.193463E+02  -0.740262E+02
  1095   0.113128E+04   0.190882E+02  -0.735314E+02
  1096   0.113372E+04   0.188307E+02  -0.730077E+02
  1097   0.113609E+04   0.185767E+02  -0.724627E+02
  1098   0.113847E+04   0.183263E+02  -0.719037E+02
  1099   0.114077E+04   0.180787E+02  -0.713308E+02
  1100   0.114300E+04   0.178347E+02  -0.707364E+02
  1101   0.114516E+04   0.175928E+02  -0.701258E+02
  1102   0.114740E+04   0.173544E+02  -0.694968E+02
  1103   0.114942E+04   0.171195E+02  -0.688522E+02
  1104   0.115144E+04   0.168890E+02  -0.681906E+02
  1105   0.115331E+04   0.166612E+02  -0.675142E+02
  1106   0.115519E+04   0.164362E+02  -0.668215E+02
  1107   0.115700E+04   0.162155E+02  -0.661139E+02
  1108   0.115874E+04   0.159976E+02  -0.653922E+02
  1109   0.116033E+04   0.157818E+02  -0.646556E+02
  1110   0.116192E+04   0.155724E+02  -0.639055E+02
  1111   0.116337E+04   0.153666E+02  -0.631413E+02
  1112   0.116490E+04   0.151643E+02  -0.623650E+02
  1113   0.116621E+04   0.149670E+02  -0.615745E+02
  1114   0.116744E+04   0.147724E+02  -0.607727E+02
  1115   0.116868E+04   0.145829E+02  -0.599596E+02
  1116   0.116985E+04   0.143976E+02  -0.591344E+02
  1117   0.117088E+04   0.142166E+02  -0.582986E+02
  1118   0.117183E+04   0.140406E+02  -0.574506E+02
  1119   0.117279E+04   0.138681E+02  -0.565935E+02
  1120   0.117360E+04   0.137006E+02  -0.557264E+02
  1121   0.117434E+04   0.135373E+02  -0.548486E+02
  1122   0.117501E+04   0.133782E+02  -0.539631E+02
  1123   0.117554E+04   0.132249E+02  -0.530691E+02
  1124   0.117606E+04   0.130751E+02  -0.521665E+02
  1125   0.117645E+04   0.129303E+02  -0.512553E+02
  1126   0.117676E+04   0.127904E+02  -0.503378E+02
  1127   0.117700E+04   0.126548E+02  -0.494131E+02
  1128   0.117717E+04   0.125248E+02  -0.484828E+02
  1129   0.117727E+04   0.123999E+02  -0.475454E+02
  1130   0.117715E+04   0.122791E+02  -0.466029E+02
  1131   0.117711E+04   0.121634E+02  -0.456563E+02
  1132   0.117693E+04   0.120525E+02  -0.447039E+02
  1133   0.117660E+04   0.119474E+02  -0.437479E+02
  1134   0.117627E+04   0.118465E+02  -0.427877E+02
  1135   0.117580E+04   0.117506E+02  -0.418238E+02
  1136   0.117526E+04   0.116603E+02  -0.408586E+02
  1137   0.117464E+04   0.115743E+02  -0.398891E+02
  1138   0.117396E+04   0.114946E+02  -0.389188E+02
  1139   0.117320E+04   0.114185E+02  -0.379456E+02
  1140   0.117230E+04   0.113487E+02  -0.369725E+02
  1141   0.117134E+04   0.112824E+02  -0.359978E+02
  1142   0.117029E+04   0.112226E+02  -0.350232E+02
  1143   0.116918E+04   0.111669E+02  -0.340492E+02
  1144   0.116785E+04   0.111161E+02  -0.330759E+02
  1145   0.116660E+04   0.110718E+02  -0.321033E+02
  1146   0.116521E+04   0.110316E+02  -0.311320E+02
  1147   0.116374E+04   0.109971E+02  -0.301629E+02
  1148   0.116213E+04   0.109668E+02  -0.291958E+02
  1149   0.116052E+04   0.109422E+02  -0.282323E+02
  1150   0.115877E+04   0.109224E+02  -0.272716E+02
  1151   0.115702E+04   0.109076E+02  -0.263143E+02
  1152   0.115505E+04   0.108977E+02  -0.253613E+02
  1153   0.115316E+04   0.108935E+02  -0.244132E+02
  1154   0.115113E+04   0.108941E+02  -0.234686E+02
  1155   0.114902E+04   0.108997E+02  -0.225297E+02
  1156   0.114677E+04   0.109095E+02  -0.215971E+02
  1157   0.114445E+04   0.109242E+02  -0.206695E+02
  1158   0.114213E+04   0.109446E+02  -0.197490E+02
  1159   0.113974E+04   0.109692E+02  -0.188348E+02
  1160   0.113713E+04   0.109994E+02  -0.179292E+02
  1161   0.113460E+04   0.110339E+02  -0.170299E+02
  1162   0.113193E+04   0.110733E+02  -0.161392E+02
  1163   0.112918E+04   0.111177E+02  -0.152570E+02
  1164   0.112643E+04   0.111670E+02  -0.143833E+02
  1165   0.112354E+04   0.112205E+02  -0.135182E+02
  1166   0.112051E+04   0.112790E+02  -0.126630E+02
  1167   0.111755E+04   0.113416E+02  -0.118177E+02
  1168   0.111445E+04   0.114093E+02  -0.109817E+02
  1169   0.111134E+04   0.114812E+02  -0.101578E+02
  1170   0.110817E+04   0.115573E+02  -0.934312E+01
  1171   0.110485E+04   0.116383E+02  -0.854055E+01
  1172   0.110153E+04   0.117236E+02  -0.774936E+01
  1173   0.109815E+04   0.118132E+02  -0.696954E+01
  1174   0.109469E+04   0.119062E+02  -0.620217E+01
  1175   0.109115E+04   0.120035E+02  -0.544718E+01
  1176   0.108747E+04   0.121050E+02  -0.470529E+01
  1177   0.108387E+04   0.122115E+02  -0.397604E+01
  1178   0.108012E+04   0.123208E+02  -0.326010E+01
  1179   0.107645E+04   0.124358E+02  -0.255765E+01
  1180   0.107263E+04   0.125543E+02  -0.186900E+01
  1181   0.106881E+04   0.126756E+02  -0.119442E+01
  1182   0.106485E+04   0.128011E+02  -0.534202E+00
  1183   0.106088E+04   0.129302E+02   0.111529E+00
  1184   0.105685E+04   0.130620E+02   0.742390E+00
  1185   0.105282E+04   0.131989E+02   0.135831E+01
  1186   0.104871E+04   0.133385E+02   0.195887E+01
  1187   0.104461E+04   0.134817E+02   0.254396E+01
  1188   0.104043E+04   0.136277E+02   0.311321E+01
  1189   0.103618E+04   0.137772E+02   0.366672E+01
  1190   0.103193E+04   0.139295E+02   0.420406E+01
  1191   0.102761E+04   0.140854E+02   0.472530E+01
  1192   0.102328E+04   0.142440E+02   0.523003E+01
  1193   0.101889E+04   0.144055E+02   0.571825E+01
  1194   0.101450E+04   0.145698E+02   0.618991E+01
  1195   0.101010E+04   0.147369E+02   0.664471E+01
  1196   0.100556E+04   0.149075E+02   0.708224E+01
  1197   0.100110E+04   0.150795E+02   0.750280E+01
  1198   0.996562E+03   0.152543E+02   0.790499E+01
  1199   0.992024E+03   0.154312E+02   0.829106E+01
  1200   0.987412E+03   0.156109E+02   0.865945E+01
  1201   0.982876E+03   0.157920E+02   0.900945E+01
  1202   0.978191E+03   0.159766E+02   0.934252E+01
  1203   0.973582E+03   0.161626E+02   0.965719E+01
  1204   0.968898E+03   0.163507E+02   0.995418E+01
  1205   0.964214E+03   0.165394E+02   0.102328E+02
  1206   0.959531E+03   0.167310E+02   0.104937E+02
  1207   0.954922E+03   0.169239E+02   0.107354E+02
  1208   0.950240E+03   0.171190E+02   0.109602E+02
  1209   0.945483E+03   0.173147E+02   0.111665E+02
  1210   0.940800E+03   0.175118E+02   0.113536E+02
  1211   0.936043E+03   0.177111E+02   0.115223E+02
  1212   0.931360E+03   0.179110E+02   0.116733E+02
  1213   0.926603E+03   0.181115E+02   0.118066E+02
  1214   0.921920E+03   0.183142E+02   0.119206E+02
  1215   0.917236E+03   0.185169E+02   0.120162E+02
  1216   0.912552E+03   0.187209E+02   0.120934E+02
  1217   0.907720E+03   0.189257E+02   0.121527E+02
  1218   0.903035E+03   0.191319E+02   0.121929E+02
  1219   0.898276E+03   0.193373E+02   0.122160E+02
  1220   0.893590E+03   0.195433E+02   0.122199E+02
  1221   0.888903E+03   0.197494E+02   0.122061E+02
  1222   0.884216E+03   0.199569E+02   0.121730E+02
  1223   0.879529E+03   0.201643E+02   0.121236E+02
  1224   0.874840E+03   0.203703E+02   0.120543E+02
  1225   0.870225E+03   0.205777E+02   0.119671E+02
  1226   0.865609E+03   0.207844E+02   0.118629E+02
  1227   0.861066E+03   0.209910E+02   0.117402E+02
  1228   0.856448E+03   0.211977E+02   0.116004E+02
  1229   0.851903E+03   0.214036E+02   0.114421E+02
  1230   0.847208E+03   0.216087E+02   0.112675E+02
  1231   0.842661E+03   0.218139E+02   0.110750E+02
  1232   0.838112E+03   0.220176E+02   0.108663E+02
  1233   0.833711E+03   0.222221E+02   0.106389E+02
  1234   0.829234E+03   0.224243E+02   0.103960E+02
  1235   0.825052E+03   0.226266E+02   0.101360E+02
  1236   0.820721E+03   0.228267E+02   0.985968E+01
  1237   0.816387E+03   0.230261E+02   0.956623E+01
  1238   0.812127E+03   0.232248E+02   0.925643E+01
  1239   0.807865E+03   0.234213E+02   0.893026E+01
  1240   0.803601E+03   0.236172E+02   0.858922E+01
  1241   0.799484E+03   0.238108E+02   0.823180E+01
  1242   0.795290E+03   0.240046E+02   0.786023E+01
  1243   0.791169E+03   0.241947E+02   0.747132E+01
  1244   0.787121E+03   0.243848E+02   0.706884E+01
  1245   0.783144E+03   0.245728E+02   0.665116E+01
  1246   0.779165E+03   0.247580E+02   0.621998E+01
  1247   0.775185E+03   0.249417E+02   0.577373E+01
  1248   0.771276E+03   0.251233E+02   0.531308E+01
  1249   0.767439E+03   0.253042E+02   0.483891E+01
  1250   0.763674E+03   0.254816E+02   0.435108E+01
  1251   0.759907E+03   0.256561E+02   0.384972E+01
  1252   0.756286E+03   0.258299E+02   0.333503E+01
  1253   0.752588E+03   0.260002E+02   0.280769E+01
  1254   0.748962E+03   0.261676E+02   0.226773E+01
  1255   0.745408E+03   0.263336E+02   0.171530E+01
  1256   0.742000E+03   0.264961E+02   0.115100E+01
  1257   0.738589E+03   0.266564E+02   0.574849E+00
  1258   0.735176E+03   0.268132E+02  -0.127468E-01
  1259   0.731835E+03   0.269678E+02  -0.611537E+00
  1260   0.728565E+03   0.271189E+02  -0.122116E+01
  1261   0.725368E+03   0.272678E+02  -0.184142E+01
  1262   0.722242E+03   0.274140E+02  -0.247182E+01
  1263   0.719187E+03   0.275565E+02  -0.311237E+01
  1264   0.716131E+03   0.276962E+02  -0.376279E+01
  1265   0.713220E+03   0.278324E+02  -0.442257E+01
  1266   0.710307E+03   0.279657E+02  -0.509129E+01
  1267   0.707465E+03   0.280947E+02  -0.576897E+01
  1268   0.704703E+03   0.282224E+02  -0.645524E+01
  1269   0.702019E+03   0.283443E+02  -0.714931E+01
  1270   0.699378E+03   0.284634E+02  -0.785208E+01
  1271   0.696816E+03   0.285796E+02  -0.856193E+01
  1272   0.694303E+03   0.286923E+02  -0.927889E+01
  1273   0.691840E+03   0.288007E+02  -0.100030E+02
  1274   0.689455E+03   0.289048E+02  -0.107334E+02
  1275   0.687135E+03   0.290061E+02  -0.114696E+02
  1276   0.684872E+03   0.291038E+02  -0.122121E+02
  1277   0.682680E+03   0.291980E+02  -0.129596E+02
  1278   0.680552E+03   0.292879E+02  -0.137128E+02
  1279   0.678496E+03   0.293736E+02  -0.144703E+02
  1280   0.676512E+03   0.294564E+02  -0.152335E+02
  1281   0.674592E+03   0.295349E+02  -0.159995E+02
  1282   0.672743E+03   0.296092E+02  -0.167697E+02
  1283   0.670959E+03   0.296800E+02  -0.175436E+02
  1284   0.669246E+03   0.297464E+02  -0.183210E+02
  1285   0.667590E+03   0.298094E+02  -0.191005E+02
  1286   0.666005E+03   0.298673E+02  -0.198829E+02
  1287   0.664492E+03   0.299217E+02  -0.206667E+02
  1288   0.663050E+03   0.299719E+02  -0.214534E+02
  1289   0.661673E+03   0.300185E+02  -0.222400E+02
  1290   0.660359E+03   0.300601E+02  -0.230288E+02
  1291   0.659117E+03   0.300982E+02  -0.238184E+02
  1292   0.657939E+03   0.301306E+02  -0.246086E+02
  1293   0.656825E+03   0.301609E+02  -0.253997E+02
  1294   0.655790E+03   0.301863E+02  -0.261877E+02
  1295   0.654812E+03   0.302074E+02  -0.269773E+02
  1296   0.653897E+03   0.302249E+02  -0.277640E+02
  1297   0.653055E+03   0.302383E+02  -0.285508E+02
  1298   0.652276E+03   0.302474E+02  -0.293354E+02
  1299   0.651553E+03   0.302523E+02  -0.301186E+02
  1300   0.650910E+03   0.302522E+02  -0.308990E+02
  1301   0.650330E+03   0.302493E+02  -0.316766E+02
  1302   0.649807E+03   0.302415E+02  -0.324506E+02
  1303   0.649348E+03   0.302294E+02  -0.332225E+02
  1304   0.648954E+03   0.302138E+02  -0.339901E+02
  1305   0.648623E+03   0.301932E+02  -0.347549E+02
  1306   0.648342E+03   0.301699E+02  -0.355140E+02
  1307   0.648139E+03   0.301416E+02  -0.362681E+02
  1308   0.647994E+03   0.301091E+02  -0.370194E+02
  1309   0.647898E+03   0.300715E+02  -0.377635E+02
  1310   0.647874E+03   0.300312E+02  -0.385034E+02
  1311   0.647900E+03   0.299866E+02  -0.392369E+02
  1312   0.648012E+03   0.299385E+02  -0.399639E+02
  1313   0.648159E+03   0.298855E+02  -0.406853E+02
  1314   0.648371E+03   0.298289E+02  -0.413987E+02
  1315   0.648632E+03   0.297687E+02  -0.421058E+02
  1316   0.648958E+03   0.297036E+02  -0.428050E+02
  1317   0.649342E+03   0.296364E+02  -0.434971E+02
  1318   0.649767E+03   0.295635E+02  -0.441806E+02
  1319   0.650250E+03   0.294871E+02  -0.448570E+02
  1320   0.650784E+03   0.294071E+02  -0.455241E+02
  1321   0.651367E+03   0.293244E+02  -0.461833E+02
  1322   0.652007E+03   0.292359E+02  -0.468326E+02
  1323   0.652698E+03   0.291445E+02  -0.474726E+02
  1324   0.653439E+03   0.290497E+02  -0.481040E+02
  1325   0.654223E+03   0.289513E+02  -0.487247E+02
  1326   0.655064E+03   0.288494E+02  -0.493362E+02
  1327   0.655934E+03   0.287447E+02  -0.499376E+02
  1328   0.656868E+03   0.286364E+02  -0.505269E+02
  1329   0.657838E+03   0.285239E+02  -0.511070E+02
  1330   0.658851E+03   0.284078E+02  -0.516757E+02
  1331   0.659915E+03   0.282889E+02  -0.522329E+02
  1332   0.661007E+03   0.281664E+02  -0.527794E+02
  1333   0.662149E+03   0.280404E+02  -0.533131E+02
  1334   0.663327E+03   0.279124E+02  -0.538362E+02
  1335   0.664541E+03   0.277800E+02  -0.543471E+02
  1336   0.665799E+03   0.276456E+02  -0.548444E+02
  1337   0.667092E+03   0.275068E+02  -0.553304E+02
  1338   0.668413E+03   0.273660E+02  -0.558036E+02
  1339   0.669778E+03   0.272216E+02  -0.562647E+02
  1340   0.671172E+03   0.270751E+02  -0.567137E+02
  1341   0.672594E+03   0.269266E+02  -0.571485E+02
  1342   0.674045E+03   0.267745E+02  -0.575704E+02
  1343   0.675533E+03   0.266195E+02  -0.579789E+02
  1344   0.677048E+03   0.264618E+02  -0.583739E+02
  1345   0.678578E+03   0.263027E+02  -0.587546E+02
  1346   0.680145E+03   0.261400E+02  -0.591233E+02
  1347   0.681740E+03   0.259752E+02  -0.594771E+02
  1348   0.683349E+03   0.258083E+02  -0.598166E+02
  1349   0.684995E+03   0.256378E+02  -0.601420E+02
  1350   0.686647E+03   0.254667E+02  -0.604532E+02
  1351   0.688329E+03   0.252928E+02  -0.607503E+02
  1352   0.690017E+03   0.251168E+02  -0.610324E+02
  1353   0.691735E+03   0.249401E+02  -0.613003E+02
  1354   0.693459E+03   0.247606E+02  -0.615541E+02
  1355   0.695213E+03   0.245790E+02  -0.617930E+02
  1356   0.696981E+03   0.243968E+02  -0.620184E+02
  1357   0.698757E+03   0.242116E+02  -0.622274E+02
  1358   0.700532E+03   0.240251E+02  -0.624200E+02
  1359   0.702321E+03   0.238373E+02  -0.625999E+02
  1360   0.704103E+03   0.236495E+02  -0.627634E+02
  1361   0.705915E+03   0.234580E+02  -0.629126E+02
  1362   0.707711E+03   0.232660E+02  -0.630455E+02
  1363   0.709523E+03   0.230725E+02  -0.631656E+02
  1364   0.711312E+03   0.228783E+02  -0.632686E+02
  1365   0.713190E+03   0.226828E+02  -0.633559E+02
  1366   0.714994E+03   0.224858E+02  -0.634297E+02
  1367   0.716798E+03   0.222874E+02  -0.634879E+02
  1368   0.718676E+03   0.220898E+02  -0.635303E+02
  1369   0.720480E+03   0.218901E+02  -0.635570E+02
  1370   0.722285E+03   0.216904E+02  -0.635695E+02
  1371   0.724089E+03   0.214900E+02  -0.635664E+02
  1372   0.725894E+03   0.212889E+02  -0.635482E+02
  1373   0.727700E+03   0.210878E+02  -0.635151E+02
  1374   0.729506E+03   0.208861E+02  -0.634663E+02
  1375   0.731312E+03   0.206836E+02  -0.634032E+02
  1376   0.733119E+03   0.204812E+02  -0.633245E+02
  1377   0.734926E+03   0.202796E+02  -0.632315E+02
  1378   0.736734E+03   0.200757E+02  -0.631235E+02
  1379   0.738468E+03   0.198741E+02  -0.630005E+02
  1380   0.740202E+03   0.196703E+02  -0.628633E+02
  1381   0.741938E+03   0.194680E+02  -0.627104E+02
  1382   0.743526E+03   0.192657E+02  -0.625425E+02
  1383   0.745263E+03   0.190634E+02  -0.623611E+02
  1384   0.746852E+03   0.188618E+02  -0.621647E+02
  1385   0.748442E+03   0.186603E+02  -0.619540E+02
  1386   0.750033E+03   0.184595E+02  -0.617291E+02
  1387   0.751551E+03   0.182594E+02  -0.614899E+02
  1388   0.753218E+03   0.180593E+02  -0.612372E+02
  1389   0.754738E+03   0.178599E+02  -0.609695E+02
  1390   0.756184E+03   0.176620E+02  -0.606897E+02
  1391   0.757706E+03   0.174648E+02  -0.603957E+02
  1392   0.759155E+03   0.172683E+02  -0.600882E+02
  1393   0.760605E+03   0.170733E+02  -0.597671E+02
  1394   0.761982E+03   0.168790E+02  -0.594340E+02
  1395   0.763361E+03   0.166854E+02  -0.590866E+02
  1396   0.764740E+03   0.164940E+02  -0.587279E+02
  1397   0.766047E+03   0.163032E+02  -0.583557E+02
  1398   0.767281E+03   0.161132E+02  -0.579706E+02
  1399   0.768517E+03   0.159261E+02  -0.575735E+02
  1400   0.769754E+03   0.157396E+02  -0.571643E+02
  1401   0.770918E+03   0.155539E+02  -0.567431E+02
  1402   0.772084E+03   0.153710E+02  -0.563105E+02
  1403   0.773177E+03   0.151896E+02  -0.558659E+02
  1404   0.774198E+03   0.150103E+02  -0.554099E+02
  1405   0.775294E+03   0.148317E+02  -0.549425E+02
  1406   0.776244E+03   0.146560E+02  -0.544652E+02
  1407   0.777120E+03   0.144817E+02  -0.539765E+02
  1408   0.778148E+03   0.143088E+02  -0.534772E+02
  1409   0.778953E+03   0.141388E+02  -0.529672E+02
  1410   0.779835E+03   0.139702E+02  -0.524480E+02
  1411   0.780644E+03   0.138037E+02  -0.519181E+02
  1412   0.781381E+03   0.136402E+02  -0.513782E+02
  1413   0.781971E+03   0.134787E+02  -0.508291E+02
  1414   0.782636E+03   0.133194E+02  -0.502700E+02
  1415   0.783229E+03   0.131623E+02  -0.497024E+02
  1416   0.783824E+03   0.130080E+02  -0.491263E+02
  1417   0.784272E+03   0.128551E+02  -0.485423E+02
  1418   0.784722E+03   0.127051E+02  -0.479484E+02
  1419   0.785099E+03   0.125579E+02  -0.473473E+02
  1420   0.785478E+03   0.124137E+02  -0.467384E+02
  1421   0.785785E+03   0.122715E+02  -0.461217E+02
  1422   0.786093E+03   0.121322E+02  -0.454979E+02
  1423   0.786254E+03   0.119958E+02  -0.448669E+02
  1424   0.786492E+03   0.118622E+02  -0.442288E+02
  1425   0.786583E+03   0.117315E+02  -0.435844E+02
  1426   0.786601E+03   0.116036E+02  -0.429334E+02
  1427   0.786696E+03   0.114786E+02  -0.422761E+02
  1428   0.786644E+03   0.113557E+02  -0.416138E+02
  1429   0.786519E+03   0.112371E+02  -0.409443E+02
  1430   0.786396E+03   0.111207E+02  -0.402713E+02
  1431   0.786201E+03   0.110070E+02  -0.395919E+02
  1432   0.785933E+03   0.108970E+02  -0.389082E+02
  1433   0.785742E+03   0.107898E+02  -0.382194E+02
  1434   0.785404E+03   0.106862E+02  -0.375264E+02
  1435   0.784994E+03   0.105846E+02  -0.368299E+02
  1436   0.784585E+03   0.104867E+02  -0.361305E+02
  1437   0.784030E+03   0.103923E+02  -0.354261E+02
  1438   0.783477E+03   0.103000E+02  -0.347203E+02
  1439   0.782851E+03   0.102120E+02  -0.340094E+02
  1440   0.782228E+03   0.101269E+02  -0.332971E+02
  1441   0.781532E+03   0.100446E+02  -0.325835E+02
  1442   0.780764E+03   0.996579E+01  -0.318669E+02
  1443   0.779924E+03   0.989133E+01  -0.311475E+02
  1444   0.779085E+03   0.981894E+01  -0.304273E+02
  1445   0.778100E+03   0.975085E+01  -0.297065E+02
  1446   0.777192E+03   0.968482E+01  -0.289835E+02
  1447   0.776062E+03   0.962310E+01  -0.282583E+02
  1448   0.775009E+03   0.956492E+01  -0.275353E+02
  1449   0.773884E+03   0.950881E+01  -0.268108E+02
  1450   0.772687E+03   0.945698E+01  -0.260863E+02
  1451   0.771491E+03   0.940870E+01  -0.253633E+02
  1452   0.770149E+03   0.936322E+01  -0.246417E+02
  1453   0.768809E+03   0.932129E+01  -0.239194E+02
  1454   0.767471E+03   0.928290E+01  -0.231977E+02
  1455   0.766061E+03   0.924732E+01  -0.224782E+02
  1456   0.764579E+03   0.921604E+01  -0.217616E+02
  1457   0.762949E+03   0.918682E+01  -0.210457E+02
  1458   0.761396E+03   0.916189E+01  -0.203319E+02
  1459   0.759771E+03   0.913977E+01  -0.196195E+02
  1460   0.758073E+03   0.912196E+01  -0.189107E+02
  1461   0.756377E+03   0.910546E+01  -0.182055E+02
  1462   0.754608E+03   0.909327E+01  -0.175032E+02
  1463   0.752692E+03   0.908464E+01  -0.168037E+02
  1464   0.750853E+03   0.907882E+01  -0.161077E+02
  1465   0.748866E+03   0.907656E+01  -0.154161E+02
  1466   0.746956E+03   0.907787E+01  -0.147281E+02
  1467   0.744898E+03   0.908199E+01  -0.140451E+02
  1468   0.742842E+03   0.908968E+01  -0.133663E+02
  1469   0.740788E+03   0.910019E+01  -0.126926E+02
  1470   0.738512E+03   0.911353E+01  -0.120232E+02
  1471   0.736387E+03   0.913117E+01  -0.113602E+02
  1472   0.734188E+03   0.915165E+01  -0.107022E+02
  1473   0.731917E+03   0.917494E+01  -0.100507E+02
  1474   0.729499E+03   0.920107E+01  -0.940421E+01
  1475   0.727156E+03   0.923003E+01  -0.876413E+01
  1476   0.724740E+03   0.926255E+01  -0.813124E+01
  1477   0.722326E+03   0.929792E+01  -0.750403E+01
  1478   0.719838E+03   0.933611E+01  -0.688400E+01
  1479   0.717352E+03   0.937788E+01  -0.627134E+01
  1480   0.714793E+03   0.942249E+01  -0.566561E+01
  1481   0.712168E+03   0.946919E+01  -0.506725E+01
  1482   0.709552E+03   0.951947E+01  -0.447646E+01
  1483   0.706877E+03   0.957259E+01  -0.389354E+01
  1484   0.704196E+03   0.962780E+01  -0.331855E+01
  1485   0.701457E+03   0.968586E+01  -0.275178E+01
  1486   0.698682E+03   0.974751E+01  -0.219315E+01
  1487   0.695870E+03   0.981051E+01  -0.164310E+01
  1488   0.693045E+03   0.987710E+01  -0.110160E+01
  1489   0.690161E+03   0.994653E+01  -0.569041E+00
  1490   0.687256E+03   0.100173E+02  -0.453669E-01
  1491   0.684322E+03   0.100910E+02   0.469092E+00
  1492   0.681367E+03   0.101675E+02   0.974330E+00
  1493   0.678375E+03   0.102453E+02   0.147010E+01
  1494   0.675355E+03   0.103260E+02   0.195630E+01
  1495   0.672313E+03   0.104096E+02   0.243281E+01
  1496   0.669242E+03   0.104953E+02   0.289955E+01
  1497   0.666142E+03   0.105823E+02   0.335633E+01
  1498   0.663028E+03   0.106722E+02   0.380299E+01
  1499   0.659884E+03   0.107635E+02   0.423955E+01
